time,angle,error,ppo_action,adjustment
1748783810.9163852,0.0,-0.17,[[-0.72561365]],-0.5
1748783810.9332995,-0.08,-0.26,[[-1.]],-0.5
1748783810.94595,-0.08,-0.25,[[-1.]],-0.5
1748783810.9584763,-0.06,-0.24,[[-1.]],-0.5
1748783810.9984295,-0.04,-0.21,[[-1.]],-0.5
1748783811.103841,-0.04,-0.21,[[-1.]],-0.5
1748783811.2136488,-0.04,-0.22,[[-1.]],-0.5
1748783811.3217177,-0.03,-0.21,[[-1.]],-0.5
1748783811.428189,-0.03,-0.2,[[-0.9839719]],-0.5
1748783811.53607,-0.03,-0.2,[[-0.9839719]],-0.5
1748783811.6440246,-0.03,-0.2,[[-0.9839719]],-0.5
1748783811.7519257,-0.03,-0.2,[[-0.9839719]],-0.5
1748783811.8583984,-0.02,-0.2,[[-0.9839719]],-0.5
1748783811.966245,-0.02,-0.2,[[-0.9839719]],-0.5
1748783812.0728862,-0.03,-0.2,[[-0.9839719]],-0.5
1748783812.180809,-0.02,-0.19,[[-0.8983024]],-0.5
1748783812.2886715,-0.01,-0.19,[[-0.8983024]],-0.5
1748783812.3966744,-0.01,-0.18,[[-0.81216973]],-0.5
1748783812.5031502,-0.01,-0.19,[[-0.8983024]],-0.5
1748783812.6102176,-0.01,-0.18,[[-0.81216973]],-0.5
1748783812.717738,-0.0,-0.18,[[-0.81216973]],-0.5
1748783812.8255548,0.0,-0.17,[[-0.72561365]],-0.5
1748783812.9336169,-0.0,-0.17,[[-0.72561365]],-0.5
1748783813.038645,0.0,-0.17,[[-0.72561365]],-0.5
1748783813.147951,0.0,-0.17,[[-0.72561365]],-0.5
1748783813.259877,0.0,-0.17,[[-0.72561365]],-0.5
1748783813.3641207,0.0,-0.17,[[-0.72561365]],-0.5
1748783813.4698355,0.0,-0.17,[[-0.72561365]],-0.5
1748783813.579544,0.01,-0.16,[[-0.63867503]],-0.5
1748783813.6861813,0.01,-0.16,[[-0.63867503]],-0.5
1748783813.7939723,0.01,-0.16,[[-0.63867503]],-0.5
1748783813.9009712,0.01,-0.16,[[-0.63867503]],-0.5
1748783814.007885,0.01,-0.17,[[-0.72561365]],-0.5
1748783814.1154063,0.0,-0.17,[[-0.72561365]],-0.5
1748783814.2224326,0.0,-0.17,[[-0.72561365]],-0.5
1748783814.328399,0.01,-0.17,[[-0.72561365]],-0.5
1748783814.4375074,0.01,-0.16,[[-0.63867503]],-0.5
1748783814.5449882,0.02,-0.16,[[-0.63867503]],-0.5
1748783814.6494622,0.01,-0.16,[[-0.63867503]],-0.5
1748783814.7564898,0.01,-0.16,[[-0.63867503]],-0.5
1748783814.8644197,0.01,-0.16,[[-0.63867503]],-0.5
1748783814.9723344,0.01,-0.16,[[-0.63867503]],-0.5
1748783815.0789275,0.01,-0.16,[[-0.63867503]],-0.5
1748783815.1868725,0.01,-0.16,[[-0.63867503]],-0.5
1748783815.2958987,0.02,-0.16,[[-0.63867503]],-0.5
1748783815.4013705,0.02,-0.16,[[-0.63867503]],-0.5
1748783815.509214,0.02,-0.16,[[-0.63867503]],-0.5
1748783815.6158853,0.01,-0.16,[[-0.63867503]],-0.5
1748783815.7236083,0.02,-0.15,[[-0.5513957]],-0.5
1748783815.831515,0.02,-0.15,[[-0.5513957]],-0.5
1748783815.9393911,0.01,-0.16,[[-0.63867503]],-0.5
1748783816.0460458,0.02,-0.16,[[-0.63867503]],-0.5
1748783816.1540334,0.01,-0.16,[[-0.63867503]],-0.5
1748783816.2618177,0.01,-0.16,[[-0.63867503]],-0.5
1748783816.3684452,0.01,-0.16,[[-0.63867503]],-0.5
1748783816.47634,0.02,-0.16,[[-0.63867503]],-0.5
1748783816.584265,0.02,-0.16,[[-0.63867503]],-0.5
1748783816.690855,0.02,-0.16,[[-0.63867503]],-0.5
1748783816.7987578,0.02,-0.16,[[-0.63867503]],-0.5
1748783816.9066334,0.01,-0.16,[[-0.63867503]],-0.5
1748783817.0144968,0.02,-0.16,[[-0.63867503]],-0.5
1748783817.1211119,0.02,-0.15,[[-0.5513957]],-0.5
1748783817.2288995,0.02,-0.15,[[-0.5513957]],-0.5
1748783817.3368683,0.03,-0.15,[[-0.5513957]],-0.5
1748783817.443435,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783817.5513134,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783817.659158,0.04,-0.14,[[-0.46381775]],-0.4638177454471588
1748783817.7658784,0.04,-0.13,[[-0.37598416]],-0.37598416209220886
1748783817.8737175,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783817.9816098,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783818.088211,0.03,-0.15,[[-0.5513957]],-0.5
1748783818.1960602,0.03,-0.15,[[-0.5513957]],-0.5
1748783818.303946,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783818.4142952,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783818.522269,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783818.6296313,0.04,-0.14,[[-0.46381775]],-0.4638177454471588
1748783818.7375865,0.04,-0.13,[[-0.37598416]],-0.37598416209220886
1748783818.8452263,0.04,-0.14,[[-0.46381775]],-0.4638177454471588
1748783818.9522142,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783819.0601213,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783819.1666887,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783819.274334,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783819.382204,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783819.4889925,0.02,-0.15,[[-0.5513957]],-0.5
1748783819.596807,0.02,-0.15,[[-0.5513957]],-0.5
1748783819.704869,0.02,-0.15,[[-0.5513957]],-0.5
1748783819.8113222,0.02,-0.15,[[-0.5513957]],-0.5
1748783819.9192002,0.02,-0.15,[[-0.5513957]],-0.5
1748783820.0270867,0.02,-0.16,[[-0.63867503]],-0.5
1748783820.1338992,0.01,-0.16,[[-0.63867503]],-0.5
1748783820.2416716,0.02,-0.16,[[-0.63867503]],-0.5
1748783820.3495522,0.01,-0.16,[[-0.63867503]],-0.5
1748783820.4561086,0.02,-0.16,[[-0.63867503]],-0.5
1748783820.5632396,0.01,-0.16,[[-0.63867503]],-0.5
1748783820.6706984,0.02,-0.16,[[-0.63867503]],-0.5
1748783820.778566,0.02,-0.15,[[-0.5513957]],-0.5
1748783820.8863978,0.02,-0.15,[[-0.5513957]],-0.5
1748783820.9942412,0.03,-0.15,[[-0.5513957]],-0.5
1748783821.100988,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783821.2088866,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783821.3167565,0.03,-0.15,[[-0.5513957]],-0.5
1748783821.4234128,0.03,-0.15,[[-0.5513957]],-0.5
1748783821.5312,0.02,-0.15,[[-0.5513957]],-0.5
1748783821.637805,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783821.7456737,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783821.8543532,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783821.961636,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783822.0680354,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783822.1759555,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783822.283852,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783822.3904693,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783822.4984574,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783822.6050525,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783822.7128336,0.02,-0.15,[[-0.5513957]],-0.5
1748783822.8208406,0.02,-0.15,[[-0.5513957]],-0.5
1748783822.9288085,0.01,-0.16,[[-0.63867503]],-0.5
1748783823.0352023,0.02,-0.15,[[-0.5513957]],-0.5
1748783823.142991,0.02,-0.15,[[-0.5513957]],-0.5
1748783823.2509706,0.02,-0.15,[[-0.5513957]],-0.5
1748783823.3575559,0.02,-0.15,[[-0.5513957]],-0.5
1748783823.4655237,0.02,-0.15,[[-0.5513957]],-0.5
1748783823.573398,0.02,-0.15,[[-0.5513957]],-0.5
1748783823.6801026,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783823.7879727,0.03,-0.15,[[-0.5513957]],-0.5
1748783823.8957703,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783824.0023358,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783824.1101985,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783824.218152,0.03,-0.15,[[-0.5513957]],-0.5
1748783824.3246777,0.02,-0.15,[[-0.5513957]],-0.5
1748783824.4327948,0.02,-0.15,[[-0.5513957]],-0.5
1748783824.5404155,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783824.647083,0.04,-0.13,[[-0.37598416]],-0.37598416209220886
1748783824.7622843,0.03,-0.14,[[-0.46381775]],-0.4638177454471588
1748783824.8637116,-0.01,-0.18,[[-0.81216973]],-0.5
1748783824.9699,-0.06,-0.24,[[-1.]],-0.5
1748783825.0778213,-0.1,-0.27,[[-1.]],-0.5
1748783825.1843512,-0.11,-0.28,[[-1.]],-0.5
1748783825.289499,-0.12,-0.29,[[-1.]],-0.5
1748783825.3974884,-0.14,-0.31,[[-1.]],-0.5
1748783825.506788,-0.15,-0.32,[[-1.]],-0.5
1748783825.6123707,-0.15,-0.32,[[-1.]],-0.5
1748783825.722524,-0.15,-0.33,[[-1.]],-0.5
1748783825.82824,-0.15,-0.32,[[-1.]],-0.5
1748783825.9381242,-0.15,-0.32,[[-1.]],-0.5
1748783826.0415018,-0.14,-0.32,[[-1.]],-0.5
1748783826.1478624,-0.15,-0.32,[[-1.]],-0.5
1748783826.2558258,-0.15,-0.33,[[-1.]],-0.5
1748783826.363602,-0.15,-0.32,[[-1.]],-0.5
1748783826.4703481,-0.15,-0.33,[[-1.]],-0.5
1748783826.578286,-0.15,-0.33,[[-1.]],-0.5
1748783826.6861584,-0.16,-0.33,[[-1.]],-0.5
1748783826.7926314,-0.16,-0.33,[[-1.]],-0.5
1748783826.9005144,-0.16,-0.33,[[-1.]],-0.5
1748783827.008406,-0.15,-0.33,[[-1.]],-0.5
1748783827.1149504,-0.15,-0.32,[[-1.]],-0.5
1748783827.222837,-0.14,-0.32,[[-1.]],-0.5
1748783827.3307931,-0.15,-0.32,[[-1.]],-0.5
1748783827.4374428,-0.15,-0.32,[[-1.]],-0.5
1748783827.545163,-0.14,-0.32,[[-1.]],-0.5
1748783827.653158,-0.14,-0.31,[[-1.]],-0.5
1748783827.759921,-0.14,-0.31,[[-1.]],-0.5
1748783827.8676114,-0.13,-0.31,[[-1.]],-0.5
1748783827.9755075,-0.13,-0.3,[[-1.]],-0.5
1748783828.083386,-0.13,-0.3,[[-1.]],-0.5
1748783828.190027,-0.13,-0.3,[[-1.]],-0.5
1748783828.2979271,-0.12,-0.3,[[-1.]],-0.5
1748783828.4046454,-0.12,-0.3,[[-1.]],-0.5
1748783828.5123827,-0.12,-0.3,[[-1.]],-0.5
1748783828.6202455,-0.13,-0.3,[[-1.]],-0.5
1748783828.7282102,-0.13,-0.3,[[-1.]],-0.5
1748783828.8347263,-0.13,-0.3,[[-1.]],-0.5
1748783828.9426658,-0.12,-0.29,[[-1.]],-0.5
1748783829.0505135,-0.11,-0.29,[[-1.]],-0.5
1748783829.1571662,-0.11,-0.28,[[-1.]],-0.5
1748783829.2649705,-0.11,-0.28,[[-1.]],-0.5
1748783829.371614,-0.12,-0.29,[[-1.]],-0.5
1748783829.4795442,-0.12,-0.29,[[-1.]],-0.5
1748783829.5873473,-0.12,-0.29,[[-1.]],-0.5
1748783829.6952977,-0.12,-0.29,[[-1.]],-0.5
1748783829.801953,-0.12,-0.3,[[-1.]],-0.5
1748783829.9123602,-0.12,-0.29,[[-1.]],-0.5
1748783830.0199323,-0.12,-0.29,[[-1.]],-0.5
1748783830.1277268,-0.12,-0.29,[[-1.]],-0.5
1748783830.2355025,-0.12,-0.29,[[-1.]],-0.5
1748783830.3434527,-0.12,-0.29,[[-1.]],-0.5
1748783830.4500601,-0.12,-0.29,[[-1.]],-0.5
1748783830.5580227,-0.12,-0.29,[[-1.]],-0.5
1748783830.6658247,-0.12,-0.3,[[-1.]],-0.5
1748783830.7725353,-0.12,-0.29,[[-1.]],-0.5
1748783830.880667,-0.12,-0.29,[[-1.]],-0.5
1748783830.9882684,-0.12,-0.29,[[-1.]],-0.5
1748783831.094839,-0.12,-0.29,[[-1.]],-0.5
1748783831.2028663,-0.12,-0.29,[[-1.]],-0.5
1748783831.3105154,-0.11,-0.28,[[-1.]],-0.5
1748783831.4184606,-0.12,-0.29,[[-1.]],-0.5
1748783831.5251198,-0.12,-0.29,[[-1.]],-0.5
1748783831.6330206,-0.12,-0.3,[[-1.]],-0.5
1748783831.739632,-0.13,-0.3,[[-1.]],-0.5
1748783831.847491,-0.13,-0.3,[[-1.]],-0.5
1748783831.9553845,-0.13,-0.3,[[-1.]],-0.5
1748783832.0622294,-0.13,-0.3,[[-1.]],-0.5
1748783832.1700466,-0.13,-0.31,[[-1.]],-0.5
1748783832.2780204,-0.13,-0.31,[[-1.]],-0.5
1748783832.3846562,-0.13,-0.31,[[-1.]],-0.5
1748783832.4925623,-0.14,-0.31,[[-1.]],-0.5
1748783832.6007788,-0.13,-0.31,[[-1.]],-0.5
1748783832.708295,-0.13,-0.3,[[-1.]],-0.5
1748783832.814686,-0.13,-0.3,[[-1.]],-0.5
1748783832.9227192,-0.13,-0.3,[[-1.]],-0.5
1748783833.029272,-0.13,-0.31,[[-1.]],-0.5
1748783833.1371727,-0.14,-0.31,[[-1.]],-0.5
1748783833.2451057,-0.14,-0.31,[[-1.]],-0.5
1748783833.3529744,-0.14,-0.31,[[-1.]],-0.5
1748783833.4595547,-0.14,-0.31,[[-1.]],-0.5
1748783833.5674038,-0.14,-0.31,[[-1.]],-0.5
1748783833.6741993,-0.13,-0.3,[[-1.]],-0.5
1748783833.78209,-0.12,-0.29,[[-1.]],-0.5
1748783833.8898587,-0.11,-0.29,[[-1.]],-0.5
1748783833.997866,-0.12,-0.29,[[-1.]],-0.5
1748783834.1044674,-0.12,-0.29,[[-1.]],-0.5
1748783834.2124422,-0.12,-0.29,[[-1.]],-0.5
1748783834.3202798,-0.12,-0.29,[[-1.]],-0.5
1748783834.4270496,-0.12,-0.29,[[-1.]],-0.5
1748783834.534846,-0.12,-0.29,[[-1.]],-0.5
1748783834.6427813,-0.13,-0.3,[[-1.]],-0.5
1748783834.7492566,-0.13,-0.3,[[-1.]],-0.5
1748783834.8572526,-0.13,-0.3,[[-1.]],-0.5
1748783834.9650354,-0.13,-0.31,[[-1.]],-0.5
1748783835.071931,-0.13,-0.31,[[-1.]],-0.5
1748783835.1794744,-0.14,-0.32,[[-1.]],-0.5
1748783835.2873666,-0.15,-0.33,[[-1.]],-0.5
1748783835.394651,-0.16,-0.33,[[-1.]],-0.5
1748783835.5019054,-0.17,-0.34,[[-1.]],-0.5
1748783835.6099372,-0.17,-0.34,[[-1.]],-0.5
1748783835.716566,-0.17,-0.35,[[-1.]],-0.5
1748783835.8244762,-0.16,-0.33,[[-1.]],-0.5
1748783835.9312594,-0.14,-0.32,[[-1.]],-0.5
1748783836.0390944,-0.13,-0.31,[[-1.]],-0.5
1748783836.1469617,-0.16,-0.33,[[-1.]],-0.5
1748783836.25442,-0.15,-0.33,[[-1.]],-0.5
1748783836.3620617,-0.13,-0.31,[[-1.]],-0.5
1748783836.4676402,-0.13,-0.3,[[-1.]],-0.5
1748783836.5728748,-0.16,-0.34,[[-1.]],-0.5
1748783836.6814177,-0.15,-0.33,[[-1.]],-0.5
1748783836.7911634,-0.14,-0.32,[[-1.]],-0.5
1748783836.8953578,-0.16,-0.33,[[-1.]],-0.5
1748783837.0048888,-0.16,-0.33,[[-1.]],-0.5
1748783837.1122713,-0.17,-0.34,[[-1.]],-0.5
1748783837.221382,-0.17,-0.34,[[-1.]],-0.5
1748783837.328006,-0.18,-0.35,[[-1.]],-0.5
1748783837.4323382,-0.15,-0.33,[[-1.]],-0.5
1748783837.5400875,-0.15,-0.32,[[-1.]],-0.5
1748783837.6467786,-0.12,-0.3,[[-1.]],-0.5
1748783837.7546384,-0.14,-0.31,[[-1.]],-0.5
1748783837.8613024,-0.16,-0.33,[[-1.]],-0.5
1748783837.9691448,-0.15,-0.33,[[-1.]],-0.5
1748783838.0769846,-0.12,-0.29,[[-1.]],-0.5
1748783838.1835546,-0.12,-0.29,[[-1.]],-0.5
1748783838.291469,-0.12,-0.29,[[-1.]],-0.5
1748783838.3981998,-0.1,-0.27,[[-1.]],-0.5
1748783838.5060616,-0.11,-0.28,[[-1.]],-0.5
1748783838.6139078,-0.12,-0.3,[[-1.]],-0.5
1748783838.7205746,-0.12,-0.29,[[-1.]],-0.5
1748783838.8284376,-0.1,-0.28,[[-1.]],-0.5
1748783838.9361944,-0.08,-0.25,[[-1.]],-0.5
1748783839.042844,-0.09,-0.27,[[-1.]],-0.5
1748783839.1507695,-0.12,-0.3,[[-1.]],-0.5
1748783839.2586365,-0.15,-0.32,[[-1.]],-0.5
1748783839.3653197,-0.13,-0.3,[[-1.]],-0.5
1748783839.4731984,-0.15,-0.32,[[-1.]],-0.5
1748783839.5798306,-0.25,-0.42,[[-1.]],-0.5
1748783839.6876245,-0.28,-0.46,[[-1.]],-0.5
1748783839.794291,-0.26,-0.44,[[-1.]],-0.5
1748783839.9022624,-0.25,-0.42,[[-1.]],-0.5
1748783840.0100477,-0.28,-0.45,[[-1.]],-0.5
1748783840.1167045,-0.31,-0.48,[[-1.]],-0.5
1748783840.2245836,-0.28,-0.45,[[-1.]],-0.5
1748783840.3323994,-0.25,-0.42,[[-1.]],-0.5
1748783840.439051,-0.27,-0.44,[[-1.]],-0.5
1748783840.5468736,-0.28,-0.45,[[-1.]],-0.5
1748783840.6548457,-0.27,-0.44,[[-1.]],-0.5
1748783840.7614086,-0.25,-0.42,[[-1.]],-0.5
1748783840.8692825,-0.24,-0.42,[[-1.]],-0.5
1748783840.9759579,-0.26,-0.43,[[-1.]],-0.5
1748783841.083768,-0.26,-0.43,[[-1.]],-0.5
1748783841.1915777,-0.25,-0.42,[[-1.]],-0.5
1748783841.298389,-0.23,-0.4,[[-1.]],-0.5
1748783841.4087744,-0.22,-0.4,[[-1.]],-0.5
1748783841.5177157,-0.2,-0.38,[[-1.]],-0.5
1748783841.6242425,-0.15,-0.32,[[-1.]],-0.5
1748783841.7307298,-0.04,-0.21,[[-1.]],-0.5
1748783841.8370433,0.2,0.0,[[0.7689592]],0.5
1748783841.9450326,0.54,0.37,[[1.]],0.5
1748783842.0518627,0.8,0.63,[[1.]],0.5
